ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
150,1014.9999999994,1.3915565102948,2.4466671153506,2378.2485793307,-10.69534786674,-13.680674239805
151,1014.9999999995,0.21345445625851,0.24228546561819,2377.159740109,-1.0502910255697,-1.484227787355
152,1014.9999999856,3.447589495975,-0.98717684726971,2379.8826098366,-24.113478819587,7.3999788097644
153,1014.9999999821,0.4868721023081,-0.65300025112388,2377.2091890494,-1.7935767100513,3.0669029397039
154,1014.9999999943,-0.28966393332009,-1.2834546723621,2377.2835717122,3.1170042467277,7.2288615666722
155,1014.9999999935,-1.6204792102646,1.4993655948188,2377.6424495812,8.1003328198046,-8.3250912302288
156,1014.9999999967,3.1576954499897,-1.6687422183437,2380.7666559857,-22.989254197761,12.168437357013
157,1014.9999999895,1.8448912469648,-2.9449843458845,2378.8095379951,-8.5408150343125,16.895479768603
158,1014.9999999923,0.7954447491834,2.3749665637361,2377.9231998852,-6.9529174520467,-13.375349839347
159,1014.9999999875,1.1793121206138,-1.000023490339,2377.3361047503,-5.7639329834425,4.7461959278314
160,1014.9999999953,-2.5379201949778,0.2780806944026,2377.916535876,14.41989873911,-1.3295651710263
161,1014.9999999847,1.1657861061483,1.8604259793508,2382.7647494652,-16.639311083518,-21.124110634842
162,1014.9999999989,3.0329752636675,1.0150563746091,2378.8159094966,-20.715974393757,-5.4977476473348
163,1014.9999999965,-0.74440403147872,2.35468921911,2377.8590863509,1.660059383616,-13.247043044216
164,1014.9999999811,-0.077631599940958,-0.57493170030707,2384.0633694876,7.3177320694125,24.097709348634
165,1014.9999999859,-2.9708706681036,-0.91589942244962,2381.8479940759,26.084610023907,7.5246578083462
166,1014.9999999993,-2.8626547270887,2.1982556683761,2379.2548449016,15.351248711646,-15.12442460488
167,1014.9999999976,-1.1526423962903,3.2043188484805,2381.2217913904,4.3485410848541,-26.437277210372
168,1014.999999989,1.4919100238259,-3.4816108846983,2379.9166731968,-6.8207766430629,22.61781369085
169,1014.9999999833,2.5694905757119,0.6239226090192,2378.0749934201,-16.931952629635,-3.053290943551
170,1014.9999999938,2.8548255975647,-1.8785995917781,2381.2768526228,-21.958065760407,14.312852371759
171,1014.9999999867,0.11875315777685,2.6499326382504,2378.0278974905,-3.4300933235938,-15.336762217825
172,1014.9999999957,2.9565278081987,0.16334034351128,2378.4115600811,-19.351076837096,-0.31809380735375
173,1014.9999999889,0.61085583574615,3.5089687920971,2380.4620927139,-7.9550550027897,-24.334063108804
174,1014.9999999922,-2.7309756803991,-0.32091075559474,2378.0170711382,15.886406689479,1.9683780271613
175,1014.9999999993,0.83779735996511,-2.243510103585,2377.7739036828,-2.582983674752,12.410049233451
176,1014.9999999818,2.3354359709164,-1.1767528628829,2377.9105187029,-13.302737534314,6.2716561199491
177,1014.9999999815,-2.0748233499473,-2.7264697729639,2379.0892424208,14.75108682619,17.927620270751
178,1014.9999999919,-0.95794147578024,1.8530828212471,2377.5836137479,3.5656089207554,-10.145046417374
179,1014.9999999978,2.126984196514,2.7110794359439,2379.3360717426,-16.816567237686,-15.647829220787
180,1014.9999999918,-1.6601914401914,-2.2423821819894,2378.151035272,11.222348666668,14.166782948368
181,1014.9999999873,0.14868184491668,3.4159117521346,2381.0269903828,-4.908033681297,-26.040962848366
182,1014.9999999858,0.65630664016104,-2.8665622267923,2378.1934200605,-1.1109006079329,16.80567551241
183,1014.999999992,1.9647470939239,0.5894601422386,2382.9694000373,-26.472177263562,-7.6212000816885
184,1014.9999999953,3.5038751707855,-0.034633352554042,2379.4605178992,-24.47961898517,1.2030082208319
185,1014.999999998,-3.0531494606343,0.46706667495626,2378.3818962953,17.5829965464,-2.6605863882699
186,1014.9999999922,0.03396415303546,-1.4644651551596,2377.3099601347,1.4881351673853,8.0515548820733
187,1014.9999999823,-3.3355179022241,1.5365146405403,2379.5783424882,19.986724203227,-10.864034047519
188,1014.999999985,2.1720322898149,-0.28153228909172,2377.7326999993,-13.317008063841,1.4863109399864
189,1014.9999999952,-3.2109093854686,0.94046053559003,2378.7549329658,18.575627818638,-5.6811555088986
190,1014.9999999914,1.2015410921452,2.8804888642325,2381.6652590885,-13.807351807109,-23.200286088683
191,1014.9999999961,3.0629881559871,-1.5561677954906,2378.9501055012,-18.844954806506,9.3664354014439
192,1014.9999999833,-2.5286341469185,-0.59178377099518,2377.9686498326,14.749217831998,3.6158312025532
193,1014.9999999811,-1.2342840888527,-0.64034191012137,2377.2990306128,7.7070527971644,4.063440104131
194,1014.9999999818,0.54861176339949,-1.7041938772035,2377.4258142063,-1.3085083549463,9.1541516569147
195,1014.9999999863,-0.6942422805416,2.004987242135,2377.6103745067,1.7260363952435,-10.983447623484
196,1014.9999999976,0.17634101520227,3.3989456972039,2379.0722737345,-4.3186881771781,-21.28718793115
197,1014.9999999901,-2.5795185383502,2.1748131148178,2378.7851448898,13.186700142635,-14.195878831611
198,1014.999999994,2.9474961828006,1.7283301966265,2379.393287292,-21.637398755574,-10.294449639928
199,1014.9999999979,-0.25221919771502,2.6581604442141,2378.0029948761,-1.4855295030693,-15.365474267403
200,1014.9999999884,-1.2060133725245,1.2936960188084,2377.4139192092,5.8321355375313,-6.9349072365285
201,1014.9999999902,2.5460839821345,-0.47989170353425,2377.9550744573,-15.679087322964,2.8542312036247
202,1014.9999999981,1.5618421702521,-0.89941097034673,2377.4450107233,-8.3711971858231,4.2554335179874
203,1014.9999999882,2.4958225617221,-0.59636885428233,2377.9263478419,-15.179163858264,3.4268229118781
204,1014.9999999949,1.2568402712973,-3.1024750344195,2378.6812178216,-4.6427509207512,18.40965678952
205,1014.9999999857,0.78430955750364,0.0042292350402352,2377.1847656363,-4.3902929334333,-0.39374260722762
206,1014.9999999864,-2.0450716513431,0.80136129045492,2377.6493307706,11.264633629917,-4.3099008863156
207,1014.9999999843,3.008921884261,-2.1750045532365,2380.3769905103,-19.974658222143,14.357620182927
208,1014.9999999915,-0.12321776812977,2.1905891977376,2377.7092860216,-1.6902840447945,-12.206588919351
209,1014.9999999825,-2.6703559106634,-0.83271517734898,2378.0726245041,15.71161236352,4.9934942199091
