X [m], Y [m], Z [m], MagneticFluxDensity X [T], MagneticFluxDensity Y [T], MagneticFluxDensity Z [T]
-0.00697013, -0.00247487, -0.00503718, -0.029281, -0.00382474, -0.0037176
-0.00570223, -0.00494975, -0.00494975, -0.0316666, -0.00740534, -0.00503691
-0.00452079, -0.00247487, -0.00503718, -0.0346655, -0.00424343, -0.00431624
-0.00525083, -0.00323358, -0.0039017, -0.0330563, -0.0048535, -0.00354585
-0.00643228, -0.00570845, -0.00381427, -0.0298927, -0.00877832, -0.00477492
-0.00398293, -0.00570845, -0.00381427, -0.0355287, -0.0094524, -0.00502249
0.112781, -0.00694011, -0.000913683, -0.158648, 0.00251862, 0.000488278
0.113705, -0.00676148, -0.00181173, -0.158367, 0.00296952, 0.000857152
0.110801, -0.00646716, -0.00267878, -0.159583, 0.0014688, 0.000656363
0.113656, -0.00646716, -0.00267878, -0.158173, 0.00230618, 0.000894065
0.113243, -0.0068508, -0.00136271, -0.158364, 0.00342711, 0.000837987
0.112253, -0.00661432, -0.00224526, -0.158953, 0.00163272, 0.000549343
0.111791, -0.00670364, -0.00179623, -0.159166, 0.00181959, 0.000494631
0.113218, -0.00670364, -0.00179623, -0.158439, 0.00240158, 0.000649339
0.11368, -0.00661432, -0.00224526, -0.158344, 0.00278058, 0.000868191
0.112228, -0.00646716, -0.00267878, -0.158942, 0.00149546, 0.000656486
0.112781, -0.00694011, -0.000913683, -0.158648, 0.00251862, 0.000488278
0.110801, -0.00646716, -0.00267878, -0.159583, 0.0014688, 0.000656363
0.113705, -0.00676148, -0.00181173, -0.158367, 0.00296952, 0.000857152
0.110725, -0.00676148, -0.00181173, -0.159645, 0.00154281, 0.000439768
0.111791, -0.00670364, -0.00179623, -0.159166, 0.00181959, 0.000494631
0.112253, -0.00661432, -0.00224526, -0.158953, 0.00163272, 0.000549343
0.113243, -0.0068508, -0.00136271, -0.158364, 0.00342711, 0.000837987
0.111753, -0.0068508, -0.00136271, -0.159196, 0.00188003, 0.000386324
0.110763, -0.00661432, -0.00224526, -0.159611, 0.00152722, 0.000551816
0.112215, -0.00676148, -0.00181173, -0.158981, 0.00110764, 0.000281796
0.112781, -0.00694011, -0.000913683, -0.158648, 0.00251862, 0.000488278
0.110801, -0.00646716, -0.00267878, -0.159583, 0.0014688, 0.000656363
0.110864, -0.00606218, -0.0035, -0.159559, 0.00138871, 0.000852525
0.113656, -0.00646716, -0.00267878, -0.158173, 0.00230618, 0.000894065
0.111791, -0.00670364, -0.00179623, -0.159166, 0.00181959, 0.000494631
0.110833, -0.00626467, -0.00308939, -0.159555, 0.00141916, 0.000760913
0.111823, -0.00650115, -0.00220684, -0.159136, 0.00175932, 0.000608582
0.113218, -0.00670364, -0.00179623, -0.158439, 0.00240158, 0.000649339
0.112228, -0.00646716, -0.00267878, -0.158942, 0.00149546, 0.000656486
0.11226, -0.00626467, -0.00308939, -0.158903, 0.00190222, 0.000912848
-0.0108603, -0.00507159, -5.30183e-05, -0.0220075, -0.00434305, -2.07378e-05
-0.0129036, 0.00676148, -0.00181173, -0.0186833, 0.00539598, -0.00164512
-0.0156394, -0.000298271, 0.00325486, -0.0158774, 9.75126e-05, 0.00184821
-0.0120378, 0.00694011, -0.000913683, -0.0197183, 0.00547064, -0.000910615
-0.0118819, 0.000844944, -0.000932376, -0.0212764, 0.000496824, -0.000925542
-0.0142715, 0.00323161, 0.000721565, -0.0176981, 0.00258591, 0.000581921
-0.0132498, -0.00268493, 0.00160092, -0.0190359, -0.00200158, 0.000807546
-0.011449, 0.00093426, -0.000483351, -0.0219647, 0.000666173, -0.000552609
-0.0124707, 0.0068508, -0.00136271, -0.019149, 0.00552357, -0.00116614
-0.0138386, 0.00332092, 0.00117059, -0.0180935, 0.00272401, 0.00103218
0.0296377, -0.00181173, 0.00676148, -0.145169, -0.00161523, 0.00640298
0.0236016, -0.00267878, 0.00646716, -0.131997, -0.00349926, 0.00845961
0.0271896, -0.00426133, 0.00555347, -0.140386, -0.00420239, 0.00574617
0.0296395, -0.0035, 0.00606218, -0.14499, -0.00288136, 0.0058919
0.0266196, -0.00224526, 0.00661432, -0.138868, -0.00187279, 0.00641132
0.0253956, -0.00347006, 0.00601031, -0.136439, -0.00437415, 0.00783946
0.0284137, -0.00303653, 0.00615748, -0.142697, -0.00275244, 0.00654225
0.0296386, -0.00265587, 0.00641183, -0.145032, -0.00228964, 0.0062869
0.0266205, -0.00308939, 0.00626467, -0.138841, -0.00297533, 0.00712141
0.0284146, -0.00388067, 0.00580783, -0.142701, -0.00337079, 0.00629585
0.0296377, -0.00181173, 0.00676148, -0.145169, -0.00161523, 0.00640298
0.0271896, -0.00426133, 0.00555347, -0.140386, -0.00420239, 0.00574617
0.0236016, -0.00267878, 0.00646716, -0.131997, -0.00349926, 0.00845961
0.02363, -0.00181173, 0.00676148, -0.131828, -0.00245848, 0.00914363
0.0284137, -0.00303653, 0.00615748, -0.142697, -0.00275244, 0.00654225
0.0253956, -0.00347006, 0.00601031, -0.136439, -0.00437415, 0.00783946
0.0266196, -0.00224526, 0.00661432, -0.138868, -0.00187279, 0.00641132
0.0266339, -0.00181173, 0.00676148, -0.138867, -0.00147375, 0.00681529
0.0254098, -0.00303653, 0.00615748, -0.136267, -0.0034884, 0.00793261
0.0236158, -0.00224526, 0.00661432, -0.131842, -0.00296653, 0.00892539
0.0524908, -0.007, 0, -0.16387, -0.00127869, -9.99083e-05
0.0449273, -0.00507159, -5.30183e-05, -0.160699, -0.0010536, -0.000126337
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0552565, -0.00694011, -0.000913683, -0.164646, -0.000877092, 1.84945e-05
0.048709, -0.0060358, -2.65092e-05, -0.162512, -0.0015298, 0.000211856
0.0525346, -0.00507159, -5.30183e-05, -0.163561, -0.000832444, 2.70932e-05
0.0563164, -0.0060358, -2.65092e-05, -0.164823, -0.000646659, -0.00014729
0.0538736, -0.00697006, -0.000456842, -0.164273, -0.00107145, -9.63848e-05
0.0500919, -0.00600585, -0.000483351, -0.162943, -0.00136535, -2.44308e-05
0.0576992, -0.00600585, -0.000483351, -0.165168, -0.000621137, 7.24746e-05
0.062886, -0.00694011, 0.000913683, -0.166015, -0.000666209, 8.33092e-06
0.060142, 0, 0.00501858, -0.165635, 0.000146497, 0.000624634
0.0550704, 0, 0.00501858, -0.164429, 3.93293e-05, 0.000864884
0.060142, -0.00555347, 0.00426133, -0.165656, -0.000479658, 0.000265265
0.061514, -0.00347006, 0.00296613, -0.165775, -0.00023821, 0.000188472
0.0576062, 0, 0.00501858, -0.165145, 0.000119856, 0.000933387
0.0589782, -0.00347006, 0.00296613, -0.165312, -0.000264178, 0.000336505
0.061514, -0.00624679, 0.00258751, -0.165835, -0.000652612, 0.000195533
0.060142, -0.00277674, 0.00463995, -0.165627, -0.000187068, 0.000323848
0.0576062, -0.00277674, 0.00463995, -0.165086, -0.000150117, 0.000449688
0.062886, -0.00694011, 0.000913683, -0.166015, -0.000666209, 8.33092e-06
0.0550704, 0, 0.00501858, -0.164429, 3.93293e-05, 0.000864884
0.060142, 0, 0.00501858, -0.165635, 0.000146497, 0.000624634
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0589782, -0.00347006, 0.00296613, -0.165312, -0.000264178, 0.000336505
0.0576062, 0, 0.00501858, -0.165145, 0.000119856, 0.000933387
0.061514, -0.00347006, 0.00296613, -0.165775, -0.00023821, 0.000188472
0.061514, -0.00600585, 0.000430333, -0.165833, -0.000641443, -5.92033e-05
0.0576062, -0.0025358, 0.00248278, -0.165069, -0.000220022, 0.000316939
0.060142, -0.0025358, 0.00248278, -0.165557, -0.00019857, 0.000218982
0.062886, -0.00694011, 0.000913683, -0.166015, -0.000666209, 8.33092e-06
0.0550704, 0, 0.00501858, -0.164429, 3.93293e-05, 0.000864884
0.052279, -0.00555347, 0.00426133, -0.164, -0.000855472, 0.000828331
0.060142, -0.00555347, 0.00426133, -0.165656, -0.000479658, 0.000265265
0.0589782, -0.00347006, 0.00296613, -0.165312, -0.000264178, 0.000336505
0.0536747, -0.00277674, 0.00463995, -0.164183, -0.000314185, 0.000690493
0.0575825, -0.00624679, 0.00258751, -0.165069, -0.000427102, 0.000234178
0.061514, -0.00624679, 0.00258751, -0.165835, -0.000652612, 0.000195533
0.0576062, -0.00277674, 0.00463995, -0.165086, -0.000150117, 0.000449688
0.0562105, -0.00555347, 0.00426133, -0.164858, -0.000608098, 0.000558445
0.062886, -0.00694011, 0.000913683, -0.166015, -0.000666209, 8.33092e-06
0.052279, -0.00555347, 0.00426133, -0.164, -0.000855472, 0.000828331
0.0550704, 0, 0.00501858, -0.164429, 3.93293e-05, 0.000864884
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0575825, -0.00624679, 0.00258751, -0.165069, -0.000427102, 0.000234178
0.0536747, -0.00277674, 0.00463995, -0.164183, -0.000314185, 0.000690493
0.0589782, -0.00347006, 0.00296613, -0.165312, -0.000264178, 0.000336505
0.061514, -0.00600585, 0.000430333, -0.165833, -0.000641443, -5.92033e-05
0.0562105, -0.00531253, 0.00210416, -0.164856, -0.000476352, 0.000158099
0.0576062, -0.0025358, 0.00248278, -0.165069, -0.000220022, 0.000316939
0.062886, -0.00694011, 0.000913683, -0.166015, -0.000666209, 8.33092e-06
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0524908, -0.007, 0, -0.16387, -0.00127869, -9.99083e-05
0.052279, -0.00555347, 0.00426133, -0.164, -0.000855472, 0.000828331
0.061514, -0.00600585, 0.000430333, -0.165833, -0.000641443, -5.92033e-05
0.0563164, -0.0060358, -2.65092e-05, -0.164823, -0.000646659, -0.00014729
0.0576884, -0.00697006, 0.000456842, -0.165085, -0.000901053, -0.000104414
0.0575825, -0.00624679, 0.00258751, -0.165069, -0.000427102, 0.000234178
0.0562105, -0.00531253, 0.00210416, -0.164856, -0.000476352, 0.000158099
0.0523849, -0.00627674, 0.00213067, -0.163956, -0.00122727, 0.00044417
0.062886, -0.00694011, 0.000913683, -0.166015, -0.000666209, 8.33092e-06
0.0524908, -0.007, 0, -0.16387, -0.00127869, -9.99083e-05
0.060142, -0.00507159, -5.30183e-05, -0.165593, -0.000552651, -2.60967e-05
0.0618671, -0.007, 0, -0.165974, -0.000836837, -0.000125946
0.0576884, -0.00697006, 0.000456842, -0.165085, -0.000901053, -0.000104414
0.0563164, -0.0060358, -2.65092e-05, -0.164823, -0.000646659, -0.00014729
0.061514, -0.00600585, 0.000430333, -0.165833, -0.000641443, -5.92033e-05
0.0623766, -0.00697006, 0.000456842, -0.166049, -0.000823889, -5.52514e-05
0.057179, -0.007, 0, -0.164985, -0.000750591, -4.54041e-05
0.0610046, -0.0060358, -2.65092e-05, -0.165783, -0.000716306, -0.000113641
0.129284, -0.00694011, -0.000913683, -0.146207, 0.00460927, 0.000440601
0.128682, -0.007, 0, -0.147089, 0.0040192, -0.00014964
0.127884, -0.00646716, -0.00267878, -0.147852, 0.00329757, 0.00135796
0.127864, -0.00676148, -0.00181173, -0.148047, 0.00370788, 0.000948336
0.128983, -0.00697006, -0.000456842, -0.146705, 0.00417357, 0.000134549
0.128283, -0.00673358, -0.00133939, -0.147448, 0.00378587, 0.000616098
0.128584, -0.00670364, -0.00179623, -0.147125, 0.00377461, 0.000872745
0.128574, -0.0068508, -0.00136271, -0.1472, 0.0039396, 0.000657524
0.128273, -0.00688074, -0.000905867, -0.147598, 0.00327116, 0.000313021
0.127874, -0.00661432, -0.00224526, -0.147972, 0.00363249, 0.00118552
0.127884, -0.00646716, -0.00267878, -0.147852, 0.00329757, 0.00135796
0.128682, -0.007, 0, -0.147089, 0.0040192, -0.00014964
0.127704, -0.00606218, -0.0035, -0.14831, 0.00340655, 0.00189274
0.127864, -0.00676148, -0.00181173, -0.148047, 0.00370788, 0.000948336
0.128283, -0.00673358, -0.00133939, -0.147448, 0.00378587, 0.000616098
0.128193, -0.00653109, -0.00175, -0.147558, 0.00375583, 0.00090791
0.127794, -0.00626467, -0.00308939, -0.148033, 0.00348969, 0.00174489
0.127874, -0.00661432, -0.00224526, -0.147972, 0.00363249, 0.00118552
0.128273, -0.00688074, -0.000905867, -0.147598, 0.00327116, 0.000313021
0.127784, -0.00641183, -0.00265587, -0.14822, 0.00362434, 0.00150545
0.127704, -0.00606218, -0.0035, -0.14831, 0.00340655, 0.00189274
0.128682, -0.007, 0, -0.147089, 0.0040192, -0.00014964
0.126073, -0.00507159, -5.30183e-05, -0.149296, 0.00250295, -0.000141121
0.127864, -0.00676148, -0.00181173, -0.148047, 0.00370788, 0.000948336
0.128193, -0.00653109, -0.00175, -0.147558, 0.00375583, 0.00090791
0.127378, -0.0060358, -2.65092e-05, -0.148242, 0.00313166, -0.000265048
0.126888, -0.00556689, -0.00177651, -0.14872, 0.00287911, 0.000796827
0.127784, -0.00641183, -0.00265587, -0.14822, 0.00362434, 0.00150545
0.128273, -0.00688074, -0.000905867, -0.147598, 0.00327116, 0.000313021
0.126969, -0.00591654, -0.000932376, -0.14861, 0.00306566, 0.00030013
0.127884, -0.00646716, -0.00267878, -0.147852, 0.00329757, 0.00135796
0.131152, -0.00606218, -0.0035, -0.143993, 0.00271908, 0.0020592
0.129284, -0.00694011, -0.000913683, -0.146207, 0.00460927, 0.000440601
0.131148, -0.00646716, -0.00267878, -0.143921, 0.00215725, 0.00111587
0.129518, -0.00626467, -0.00308939, -0.145972, 0.00332632, 0.00185286
0.130218, -0.00650115, -0.00220684, -0.145125, 0.00394945, 0.00130104
0.128584, -0.00670364, -0.00179623, -0.147125, 0.00377461, 0.000872745
0.129516, -0.00646716, -0.00267878, -0.145895, 0.00140322, 0.000742625
0.13115, -0.00626467, -0.00308939, -0.14389, 0.00212176, 0.00157278
0.130216, -0.00670364, -0.00179623, -0.145068, 0.00442478, 0.000945748
0.131152, -0.00606218, -0.0035, -0.143993, 0.00271908, 0.0020592
0.129284, -0.00694011, -0.000913683, -0.146207, 0.00460927, 0.000440601
0.129403, -0.00694011, 0.000913683, -0.146192, 0.00418945, -0.000619094
0.128676, -0.00555347, -0.00426133, -0.147352, 0.00302419, 0.00264234
0.130218, -0.00650115, -0.00220684, -0.145125, 0.00394945, 0.00130104
0.129344, -0.00694011, 0, -0.146187, 0.00454843, -0.0001517
0.130278, -0.00650115, -0.00129316, -0.145084, 0.00379499, 0.000656347
0.129914, -0.00580783, -0.00388067, -0.145686, 0.00233819, 0.00224692
0.12898, -0.00624679, -0.00258751, -0.146661, 0.00371235, 0.0015269
0.12904, -0.00624679, -0.00167382, -0.146594, 0.00372099, 0.000938003
0.131152, -0.00606218, -0.0035, -0.143993, 0.00271908, 0.0020592
0.129403, -0.00694011, 0.000913683, -0.146192, 0.00418945, -0.000619094
0.129284, -0.00694011, -0.000913683, -0.146207, 0.00460927, 0.000440601
0.131148, -0.00646716, -0.00267878, -0.143921, 0.00215725, 0.00111587
0.130278, -0.00650115, -0.00129316, -0.145084, 0.00379499, 0.000656347
0.129344, -0.00694011, 0, -0.146187, 0.00454843, -0.0001517
0.130218, -0.00650115, -0.00220684, -0.145125, 0.00394945, 0.00130104
0.13115, -0.00626467, -0.00308939, -0.14389, 0.00212176, 0.00157278
0.130276, -0.00670364, -0.00088255, -0.145052, 0.00419939, 0.000328151
0.130216, -0.00670364, -0.00179623, -0.145068, 0.00442478, 0.000945748
0.129284, -0.00694011, -0.000913683, -0.146207, 0.00460927, 0.000440601
0.131146, -0.00676148, -0.00181173, -0.144021, 0.00469955, 0.00095025
0.127884, -0.00646716, -0.00267878, -0.147852, 0.00329757, 0.00135796
0.131148, -0.00646716, -0.00267878, -0.143921, 0.00215725, 0.00111587
0.130215, -0.0068508, -0.00136271, -0.145146, 0.00488002, 0.000727586
0.129515, -0.00661432, -0.00224526, -0.145946, 0.00375715, 0.00105859
0.128584, -0.00670364, -0.00179623, -0.147125, 0.00377461, 0.000872745
0.130216, -0.00670364, -0.00179623, -0.145068, 0.00442478, 0.000945748
0.131147, -0.00661432, -0.00224526, -0.144224, 0.00412178, 0.000995922
0.129516, -0.00646716, -0.00267878, -0.145895, 0.00140322, 0.000742625
0.129284, -0.00694011, -0.000913683, -0.146207, 0.00460927, 0.000440601
0.127884, -0.00646716, -0.00267878, -0.147852, 0.00329757, 0.00135796
0.131146, -0.00676148, -0.00181173, -0.144021, 0.00469955, 0.00095025
0.127864, -0.00676148, -0.00181173, -0.148047, 0.00370788, 0.000948336
0.128584, -0.00670364, -0.00179623, -0.147125, 0.00377461, 0.000872745
0.129515, -0.00661432, -0.00224526, -0.145946, 0.00375715, 0.00105859
0.130215, -0.0068508, -0.00136271, -0.145146, 0.00488002, 0.000727586
0.128574, -0.0068508, -0.00136271, -0.1472, 0.0039396, 0.000657524
0.127874, -0.00661432, -0.00224526, -0.147972, 0.00363249, 0.00118552
0.129505, -0.00676148, -0.00181173, -0.146003, 0.00404691, 0.000854067
0.0322483, 0.00694011, 0.000913683, -0.149548, 0.0052177, 0.000919496
0.0493265, 0.00555347, 0.00426133, -0.163374, 0.000583476, 0.000679443
0.0423915, 0.00694011, 0.000913683, -0.159091, 0.00201765, 0.000918956
0.0481004, 0.00606218, 0.0035, -0.162471, 0.000380789, 0.000639185
0.0407874, 0.00624679, 0.00258751, -0.15747, 0.00500783, 0.00202329
0.045859, 0.00624679, 0.00258751, -0.161339, 0.000913889, 0.00122134
0.0373199, 0.00694011, 0.000913683, -0.15512, 0.00448039, 0.00044373
0.0401743, 0.00650115, 0.00220684, -0.157046, 0.00244965, 0.000565961
0.0487135, 0.00580783, 0.00388067, -0.162839, -3.54872e-05, 0.00047556
0.0452459, 0.00650115, 0.00220684, -0.160838, 0.00102769, 0.000899275
0.0823468, 0, 0.007, -0.16597, 3.05123e-05, -0.000325034
0.0855, 0, 0.00501858, -0.165652, 1.29793e-05, -0.000293627
0.0804284, 0, 0.00501858, -0.166058, 3.9538e-06, -0.000195314
0.0828283, 0.000913683, 0.00694011, -0.165923, -3.3416e-06, -0.000318665
0.0839234, 0, 0.00600929, -0.165809, 2.22716e-05, -0.00030158
0.0829642, 0, 0.00501858, -0.165876, 8.44594e-06, -0.00025371
0.0813876, 0, 0.00600929, -0.166025, -7.43874e-07, -0.000262807
0.0825875, 0.000456842, 0.00697006, -0.165945, 1.86896e-05, -0.000320576
0.0841641, 0.000456842, 0.00597934, -0.165789, 1.59411e-05, -0.000306556
0.0816283, 0.000456842, 0.00597934, -0.166003, -1.78406e-05, -0.000251183
0.0823468, 0, 0.007, -0.16597, 3.05123e-05, -0.000325034
0.0870677, 0.000913683, 0.00694011, -0.16554, -4.73238e-05, -0.000405107
0.0855, 0, 0.00501858, -0.165652, 1.29793e-05, -0.000293627
0.0828283, 0.000913683, 0.00694011, -0.165923, -3.3416e-06, -0.000318665
0.0847073, 0.000456842, 0.00697006, -0.165759, 9.42216e-06, -0.000372955
0.0862839, 0.000456842, 0.00597934, -0.165596, -3.91523e-05, -0.000326653
0.0839234, 0, 0.00600929, -0.165809, 2.22716e-05, -0.00030158
0.0825875, 0.000456842, 0.00697006, -0.165945, 1.86896e-05, -0.000320576
0.084948, 0.000913683, 0.00694011, -0.165739, -1.55138e-05, -0.000372398
0.0841641, 0.000456842, 0.00597934, -0.165789, 1.59411e-05, -0.000306556
0.174541, 0.00337672, -0.00262061, -0.031417, -0.00337767, 0.00249542
0.175137, 0.00246929, 0.00310772, -0.0299536, -0.00291405, -0.00417746
0.169181, 0.0025358, 0.00248278, -0.0455766, -0.00378346, -0.00372903
0.174253, -0.0025358, 0.00248278, -0.0321607, 0.00272708, -0.00302694
0.174839, 0.002923, 0.000243556, -0.0307488, -0.00300535, -0.000756174
0.172159, 0.00250254, 0.00279525, -0.037547, -0.00331095, -0.00378855
0.171861, 0.00295626, -6.89134e-05, -0.0382413, -0.00365117, -0.000430951
0.174397, 0.00042046, -6.89134e-05, -0.032, -0.000456569, -0.000132051
0.174695, -3.32534e-05, 0.00279525, -0.0311515, -0.000296408, -0.00344267
0.171717, 0, 0.00248278, -0.0387068, -0.000338023, -0.00309684
0.174541, 0.00337672, -0.00262061, -0.031417, -0.00337767, 0.00249542
0.169181, 0.0025358, 0.00248278, -0.0455766, -0.00378346, -0.00372903
0.175137, 0.00246929, 0.00310772, -0.0299536, -0.00291405, -0.00417746
0.171737, 0.007, 0, -0.0369061, -0.00818118, 0.000150275
0.171861, 0.00295626, -6.89134e-05, -0.0382413, -0.00365117, -0.000430951
0.172159, 0.00250254, 0.00279525, -0.037547, -0.00331095, -0.00378855
0.174839, 0.002923, 0.000243556, -0.0307488, -0.00300535, -0.000756174
0.173139, 0.00518836, -0.0013103, -0.0342402, -0.0055348, 0.00191509
0.170459, 0.0047679, 0.00124139, -0.0410891, -0.00588538, -0.00258683
0.173437, 0.00473464, 0.00155386, -0.0336243, -0.00468961, -0.00251981
0.168731, 0.00694011, -0.000913683, -0.0449116, -0.0100132, 0.00120808
0.174541, 0.00337672, -0.00262061, -0.031417, -0.00337767, 0.00249542
0.173917, 0.00694011, -0.000913683, -0.0327568, -0.00732076, 0.000886377
0.171737, 0.007, 0, -0.0369061, -0.00818118, 0.000150275
0.171636, 0.00515842, -0.00176714, -0.037903, -0.00599198, 0.0017201
0.174229, 0.00515842, -0.00176714, -0.032124, -0.00533048, 0.00172515
0.171324, 0.00694011, -0.000913683, -0.0381429, -0.00771306, 0.000782341
0.170234, 0.00697006, -0.000456842, -0.0402939, -0.00931176, 0.000932111
0.173139, 0.00518836, -0.0013103, -0.0342402, -0.0055348, 0.00191509
0.172827, 0.00697006, -0.000456842, -0.035003, -0.00749963, 0.00122857
0.168731, 0.00694011, -0.000913683, -0.0449116, -0.0100132, 0.00120808
0.173917, 0.00694011, -0.000913683, -0.0327568, -0.00732076, 0.000886377
0.174541, 0.00337672, -0.00262061, -0.031417, -0.00337767, 0.00249542
0.169037, 0.00676148, -0.00181173, -0.0440505, -0.00937418, 0.0024551
0.171324, 0.00694011, -0.000913683, -0.0381429, -0.00771306, 0.000782341
0.174229, 0.00515842, -0.00176714, -0.032124, -0.00533048, 0.00172515
0.171636, 0.00515842, -0.00176714, -0.037903, -0.00599198, 0.0017201
0.168884, 0.0068508, -0.00136271, -0.0444667, -0.00953344, 0.00172814
0.171477, 0.0068508, -0.00136271, -0.0378393, -0.00791644, 0.00191208
0.171789, 0.0050691, -0.00221617, -0.0374158, -0.00586982, 0.00281378
0.174541, 0.00337672, -0.00262061, -0.031417, -0.00337767, 0.00249542
0.169037, 0.00676148, -0.00181173, -0.0440505, -0.00937418, 0.0024551
0.166018, 0.00332149, -0.000694247, -0.0546229, -0.00513535, 0.00107968
0.168731, 0.00694011, -0.000913683, -0.0449116, -0.0100132, 0.00120808
0.171789, 0.0050691, -0.00221617, -0.0374158, -0.00586982, 0.00281378
0.167528, 0.00504148, -0.00125299, -0.0492623, -0.00750351, 0.00171984
0.17028, 0.0033491, -0.00165743, -0.0423268, -0.00421605, 0.00197942
0.171636, 0.00515842, -0.00176714, -0.037903, -0.00599198, 0.0017201
0.168884, 0.0068508, -0.00136271, -0.0444667, -0.00953344, 0.00172814
0.167375, 0.0051308, -0.000803965, -0.0497219, -0.00768942, 0.00128001
0.0877593, 0, 0.007, -0.165441, 3.29304e-06, -0.000499236
0.0952571, -0.000913683, 0.00694011, -0.163982, 7.35653e-05, -0.000619447
0.0926632, -0.00107459, 0.00309817, -0.164449, 0.000113492, -0.000296716
0.0889257, 0.000913683, 0.00694011, -0.165262, -7.74482e-05, -0.000590901
0.0915082, -0.000456842, 0.00697006, -0.164692, 9.70373e-05, -0.000683921
0.0939601, -0.000994136, 0.00501914, -0.164199, 0.000106375, -0.000439772
0.0902112, -0.000537294, 0.00504908, -0.164981, 6.00405e-05, -0.000469181
0.0883425, 0.000456842, 0.00697006, -0.165354, -3.43177e-05, -0.0005398
0.0920914, 0, 0.00694011, -0.1646, -7.97583e-05, -0.00121564
0.0907944, -8.04527e-05, 0.00501914, -0.164867, 3.45132e-05, -0.00047867
0.18186, 0, 0.00501858, -0.0174876, 0.000545192, -0.00242873
0.192472, -0.000578628, 0.0043052, -0.00887485, -7.79446e-05, -0.00156905
0.189468, -0.00646716, 0.00267878, -0.010519, 0.00265481, -0.000846605
0.188709, -0.00676148, 0.00181173, -0.0111548, 0.00281983, -0.000654607
0.187166, -0.000289314, 0.00466189, -0.0130081, 0.000406413, -0.00128744
0.19097, -0.00352289, 0.00349199, -0.00968104, 0.00111798, -0.000925361
0.185664, -0.00323358, 0.00384868, -0.0139407, 0.00169097, -0.0015546
0.185285, -0.00338074, 0.00341515, -0.0142917, 0.00184078, -0.00156721
0.190591, -0.00367005, 0.00305846, -0.00998706, 0.00124924, -0.000881544
0.189088, -0.00661432, 0.00224526, -0.0108418, 0.00276492, -0.000735253
0.18186, 0, 0.00501858, -0.0174876, 0.000545192, -0.00242873
0.189468, -0.00646716, 0.00267878, -0.010519, 0.00265481, -0.000846605
0.181593, -0.00646716, 0.00267878, -0.0174485, 0.00470733, -0.00237425
0.188709, -0.00676148, 0.00181173, -0.0111548, 0.00281983, -0.000654607
0.185664, -0.00323358, 0.00384868, -0.0139407, 0.00169097, -0.0015546
0.185531, -0.00646716, 0.00267878, -0.0136551, 0.00365601, -0.00147494
0.181727, -0.00323358, 0.00384868, -0.017944, 0.00254394, -0.00249467
0.185285, -0.00338074, 0.00341515, -0.0142917, 0.00184078, -0.00156721
0.189088, -0.00661432, 0.00224526, -0.0108418, 0.00276492, -0.000735253
0.185151, -0.00661432, 0.00224526, -0.0139831, 0.00373261, -0.00129481
0.18186, 0, 0.00501858, -0.0174876, 0.000545192, -0.00242873
0.181593, -0.00646716, 0.00267878, -0.0174485, 0.00470733, -0.00237425
0.189468, -0.00646716, 0.00267878, -0.010519, 0.00265481, -0.000846605
0.181835, -0.00606218, 0.0035, -0.0170562, 0.00410673, -0.00206825
0.181727, -0.00323358, 0.00384868, -0.017944, 0.00254394, -0.00249467
0.185531, -0.00646716, 0.00267878, -0.0136551, 0.00365601, -0.00147494
0.185664, -0.00323358, 0.00384868, -0.0139407, 0.00169097, -0.0015546
0.181848, -0.00303109, 0.00425929, -0.0176, 0.00234538, -0.00259867
0.181714, -0.00626467, 0.00308939, -0.0172458, 0.00430623, -0.00192157
0.185651, -0.00626467, 0.00308939, -0.0135352, 0.00339811, -0.00141573
0.0213593, 0.00646716, -0.00267878, -0.12538, 0.0100567, -0.00389914
0.0169893, 0.00676148, -0.00181173, -0.111917, 0.0118378, -0.00282043
0.0170039, 0.007, 0, -0.112128, 0.0121358, 2.13465e-05
0.0215503, 0.00694011, -0.000913683, -0.126267, 0.00891466, -0.00260456
0.0191743, 0.00661432, -0.00224526, -0.119129, 0.00990684, -0.00366616
0.0169966, 0.00688074, -0.000905867, -0.112593, 0.00980308, -0.000921776
0.0191816, 0.00673358, -0.00133939, -0.119472, 0.00739343, -0.00184074
0.0214548, 0.00670364, -0.00179623, -0.126022, 0.00901422, -0.00330514
0.0192698, 0.0068508, -0.00136271, -0.11952, 0.0132947, -0.00357984
0.0192771, 0.00697006, -0.000456842, -0.120291, 0.00888813, -0.00265581
0.0213593, 0.00646716, -0.00267878, -0.12538, 0.0100567, -0.00389914
0.0170039, 0.007, 0, -0.112128, 0.0121358, 2.13465e-05
0.0169893, 0.00676148, -0.00181173, -0.111917, 0.0118378, -0.00282043
0.0170335, 0.00646716, -0.00267878, -0.111899, 0.0114528, -0.0045889
0.0191816, 0.00673358, -0.00133939, -0.119472, 0.00739343, -0.00184074
0.0169966, 0.00688074, -0.000905867, -0.112593, 0.00980308, -0.000921776
