X,Y,Z,Bx,By,Bz
0.136185,-0.00796115,-0.00301648,0.168482,-0.00658511,-0.0043755
0.128578,-0.00796115,-0.00301648,0.181825,-0.00621506,-0.0029704
0.00525764,-0.00714018,-0.00547885,0.0771238,0.0180651,0.0133043
0.0094261,-0.00507159,-5.30183E-05,0.0993429,0.0122528,5.37895E-05
0.00566433,-0.00636396,-0.00636396,0.0801648,0.0149731,0.0147502
0.0043545,-0.00507159,-0.00512461,0.0746637,0.0112528,0.0120392
0.00734187,-0.00610589,-0.00276594,0.087827,0.0147846,0.0073368
0.00754521,-0.00571778,-0.00320849,0.0897701,0.0138,0.00759358
0.00546099,-0.00675207,-0.00592141,0.0788639,0.0166796,0.013532
0.00480607,-0.00610589,-0.00530173,0.0758194,0.0141335,0.0128873
0.0068903,-0.00507159,-0.00258882,0.0865225,0.011533,0.00638085
0.00500942,-0.00571778,-0.00574429,0.0773169,0.0128865,0.0136369
0.00525764,-0.00714018,-0.00547885,0.0771238,0.0180651,0.0133043
0.00566433,-0.00636396,-0.00636396,0.0801648,0.0149731,0.0147502
0.000964263,-0.00714018,-0.00547885,0.059414,0.0137254,0.0115099
0.0043545,-0.00507159,-0.00512461,0.0746637,0.0112528,0.0120392
0.00546099,-0.00675207,-0.00592141,0.0788639,0.0166796,0.013532
0.0033143,-0.00675207,-0.00592141,0.0694846,0.014093,0.0140212
0.00311095,-0.00714018,-0.00547885,0.0680276,0.0157449,0.0131185
0.00480607,-0.00610589,-0.00530173,0.0758194,0.0141335,0.0128873
0.00500942,-0.00571778,-0.00574429,0.0773169,0.0128865,0.0136369
0.00265938,-0.00610589,-0.00530173,0.0669554,0.0126163,0.0121432
0.0522184,0.00547885,-0.00714018,0.208716,-0.00163126,0.00292419
0.052884,0.00636396,-0.00636396,0.208826,-0.00169537,0.0024264
0.0462891,0.00636396,-0.00636396,0.2038,-0.00213232,0.00341548
0.0493322,0.00355368,-0.00694005,0.206583,-0.00180243,0.004165
0.0525512,0.00592141,-0.00675207,0.208771,-0.00160421,0.00271985
0.0495865,0.00636396,-0.00636396,0.206475,-0.00185094,0.0030314
0.0492537,0.00592141,-0.00675207,0.206276,-0.00163917,0.00321179
0.0507753,0.00451627,-0.00704011,0.207665,-0.00152767,0.00359499
0.0511081,0.00495882,-0.006652,0.207692,-0.00148928,0.0032263
0.0478106,0.00495882,-0.006652,0.20512,-0.00154147,0.00382809
0.138691,-0.00831492,-0.00344415,0.164082,-0.00862674,-0.00537678
0.139781,-0.00779423,-0.0045,0.162381,-0.00996674,-0.00642615
0.123476,-0.00831492,-0.00344415,0.190748,-0.00545311,-0.000843224
0.13368,-0.00760739,-0.00258882,0.172696,-0.00631181,-0.00374731
0.139236,-0.00805457,-0.00397208,0.163137,-0.00891384,-0.00557056
0.131628,-0.00805457,-0.00397208,0.176582,-0.00622289,-0.00398661
0.131083,-0.00831492,-0.00344415,0.177527,-0.00631255,-0.00382568
0.136185,-0.00796115,-0.00301648,0.168482,-0.00658511,-0.0043755
0.13673,-0.00770081,-0.00354441,0.16767,-0.00509255,-0.00409076
0.128578,-0.00796115,-0.00301648,0.181825,-0.00621506,-0.0029704
-0.03,-0.00232937,0.00869333,0.00577279,0.000206019,-0.00202404
-0.03,-0.00117474,0.008923,0.00586265,-6.30475E-05,-0.00205512
-0.0255431,-0.00117474,0.008923,0.00896739,0.000367563,-0.00250337
-0.0235393,-0.0025358,0.00755437,0.01035,0.000860717,-0.00309291
-0.03,-0.00175205,0.00880817,0.0058485,3.6582E-05,-0.00192202
-0.0277715,-0.00117474,0.008923,0.00739839,-0.000306908,-0.0015509
-0.0277715,-0.00175205,0.00880817,0.00735729,0.000159093,-0.00174034
-0.0267696,-0.00243258,0.00812385,0.0080768,0.000685548,-0.00252145
-0.0267696,-0.00185527,0.00823869,0.00812183,0.000465699,-0.00253715
-0.0245412,-0.00185527,0.00823869,0.00957137,0.000633681,-0.00293786
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.0702852,0.00507159,0.00501858,0.214671,-0.00036087,-0.000444458
0.0712102,0.00636396,0.00636396,0.214941,-0.000329392,-0.000579917
0.0666738,0.00714018,0.00547885,0.214078,-0.000917918,-0.000886536
0.0708508,0.00610589,0.00524871,0.214895,-0.000419989,-0.000439011
0.0707477,0.00571778,0.00569127,0.214796,-0.00035698,-0.000534038
0.0713133,0.00675207,0.00592141,0.215035,-0.000369118,-0.000518152
0.0690451,0.00714018,0.00547885,0.21459,-0.000700987,-0.00050479
0.0684795,0.00610589,0.00524871,0.214307,-0.00071219,-0.000601002
0.068942,0.00675207,0.00592141,0.21452,-0.000607785,-0.000471995
0.0737912,0.00779423,0.0045,0.215883,3.72818E-05,-0.000248932
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.0652967,0.00779423,0.0045,0.213542,-0.000567609,-0.000571593
0.072821,0.00760739,0.00248278,0.215434,-0.000314379,-9.96368E-05
0.0726038,0.0074672,0.00498943,0.21556,-0.000314749,-0.00039598
0.0683565,0.0074672,0.00498943,0.214247,0.000488544,-0.000215241
0.069544,0.00779423,0.0045,0.214573,-0.000226753,-0.000268407
0.0733061,0.00770081,0.00349139,0.215651,-0.000151702,-0.000166355
0.0721187,0.00737379,0.00398082,0.215412,-0.0006486,-0.000323347
0.0690589,0.00770081,0.00349139,0.214444,-0.00043249,-0.000102056
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.0702852,0.00507159,0.00501858,0.214671,-0.00036087,-0.000444458
0.0666738,0.00714018,0.00547885,0.214078,-0.000917918,-0.000886536
0.0677494,0.00760739,0.00248278,0.214139,-0.000941474,-0.000166412
0.0708508,0.00610589,0.00524871,0.214895,-0.000419989,-0.000439011
0.0684795,0.00610589,0.00524871,0.214307,-0.00071219,-0.000601002
0.0690451,0.00714018,0.00547885,0.21459,-0.000700987,-0.00050479
0.0695829,0.00737379,0.00398082,0.214629,-0.000942329,-0.000312499
0.0690173,0.00633949,0.00375068,0.214425,-0.000580568,-0.000267794
0.0672116,0.00737379,0.00398082,0.214043,-0.000763502,-0.000433085
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.0712102,0.00636396,0.00636396,0.214941,-0.000329392,-0.000579917
0.0750076,0.00547885,0.00714018,0.215419,0.000482231,-0.000611795
0.0756914,0.00636396,0.00636396,0.215631,0.000629384,-0.000522615
0.0713133,0.00675207,0.00592141,0.215035,-0.000369118,-0.000518152
0.0731089,0.00592141,0.00675207,0.215227,-5.16252E-06,-0.000731122
0.073212,0.00630952,0.00630952,0.215301,-0.000154635,-0.000733428
0.0735539,0.00675207,0.00592141,0.215444,5.36319E-05,-0.000511594
0.0734508,0.00636396,0.00636396,0.215353,0.000488838,-0.000203934
0.0753495,0.00592141,0.00675207,0.215596,0.000510522,-0.000546287
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.072821,0.00760739,0.00248278,0.215434,-0.000314379,-9.96368E-05
0.0750076,0.00547885,0.00714018,0.215419,0.000482231,-0.000611795
0.0702852,0.00507159,0.00501858,0.214671,-0.00036087,-0.000444458
0.0721187,0.00737379,0.00398082,0.215412,-0.0006486,-0.000323347
0.0739143,0.00654312,0.00481148,0.215443,0.00017509,-0.000369989
0.073212,0.00630952,0.00630952,0.215301,-0.000154635,-0.000733428
0.0708508,0.00610589,0.00524871,0.214895,-0.000419989,-0.000439011
0.0715531,0.00633949,0.00375068,0.21508,-0.000337562,-0.000279429
0.0726464,0.00527522,0.00607938,0.215035,-4.09609E-05,-0.000573682
0.0737912,0.00779423,0.0045,0.215883,3.72818E-05,-0.000248932
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.072821,0.00760739,0.00248278,0.215434,-0.000314379,-9.96368E-05
0.0760599,0.00714018,0.00547885,0.215427,0.00137186,-9.94052E-05
0.0726038,0.0074672,0.00498943,0.21556,-0.000314749,-0.00039598
0.0721187,0.00737379,0.00398082,0.215412,-0.0006486,-0.000323347
0.0733061,0.00770081,0.00349139,0.215651,-0.000151702,-0.000166355
0.0749255,0.0074672,0.00498943,0.215899,0.000936789,-0.000147545
0.0737381,0.00714018,0.00547885,0.215602,0.000346261,-0.000417832
0.0744404,0.00737379,0.00398082,0.215568,0.000463818,-2.36346E-05
0.0756914,0.00636396,0.00636396,0.215631,0.000629384,-0.000522615
0.072821,0.00760739,0.00248278,0.215434,-0.000314379,-9.96368E-05
0.0714164,0.00714018,0.00547885,0.215152,-0.000519689,-0.00044165
0.0760599,0.00714018,0.00547885,0.215427,0.00137186,-9.94052E-05
0.0742562,0.00698568,0.00442337,0.215619,0.000252515,-0.000336386
0.0721187,0.00737379,0.00398082,0.215412,-0.0006486,-0.000323347
0.0735539,0.00675207,0.00592141,0.215444,5.36319E-05,-0.000511594
0.0758756,0.00675207,0.00592141,0.215511,0.00112144,-0.000378789
0.0744404,0.00737379,0.00398082,0.215568,0.000463818,-2.36346E-05
0.0737381,0.00714018,0.00547885,0.215602,0.000346261,-0.000417832
-0.0210586,-0.00232937,0.00869333,0.0123259,0.000810237,-0.00472218
-0.03,-0.00344415,0.00831492,0.00577849,0.000327151,-0.00137066
-0.03,-0.00232937,0.00869333,0.00577279,0.000206019,-0.00202404
-0.0235393,-0.0025358,0.00755437,0.01035,0.000860717,-0.00309291
-0.0255293,-0.00288676,0.00850412,0.00873334,0.0010794,-0.00307832
-0.03,-0.00288676,0.00850412,0.00572513,0.000335952,-0.00203212
-0.0255293,-0.00232937,0.00869333,0.00878176,0.00103725,-0.00285291
-0.0222989,-0.00243258,0.00812385,0.0112428,0.000666123,-0.00387921
-0.0267696,-0.00298997,0.00793464,0.00798036,0.000963548,-0.00273978
-0.0267696,-0.00243258,0.00812385,0.0080768,0.000685548,-0.00252145
0.052884,0.00636396,-0.00636396,0.208826,-0.00169537,0.0024264
0.0494695,0.00714018,-0.00547885,0.206364,-0.00202919,0.00289952
0.0462891,0.00636396,-0.00636396,0.2038,-0.00213232,0.00341548
0.0493322,0.00355368,-0.00694005,0.206583,-0.00180243,0.004165
0.0511767,0.00675207,-0.00592141,0.20775,-0.00183077,0.0026939
0.0478793,0.00675207,-0.00592141,0.205116,-0.00222703,0.0030042
0.0495865,0.00636396,-0.00636396,0.206475,-0.00185094,0.0030314
0.0511081,0.00495882,-0.006652,0.207692,-0.00148928,0.0032263
0.0494008,0.00534693,-0.00620945,0.206385,-0.0016141,0.0030155
0.0478106,0.00495882,-0.006652,0.20512,-0.00154147,0.00382809
-0.0155248,0,-0.009,0.016156,-0.000125807,0.00477594
-0.0250913,0.00117474,-0.008923,0.00927735,-0.000678993,0.00256368
-0.03,0,-0.009,0.00510946,-0.000154168,0.00310795
-0.0286109,-0.0025358,-0.00766041,0.0068632,0.000748534,0.0018868
-0.0203081,0.000587368,-0.0089615,0.0125958,-0.000347679,0.00370316
-0.0275456,0.000587368,-0.0089615,0.00745378,-2.14165E-05,0.00335115
-0.0227624,0,-0.009,0.0108767,2.52612E-05,0.00331166
-0.0220679,-0.0012679,-0.0083302,0.0114315,0.000543089,0.00333561
-0.0268511,-0.000680531,-0.00829171,0.00803893,0.000254197,0.00265774
-0.0293054,-0.0012679,-0.0083302,0.00639906,0.000148995,0.00181312
0.0301705,-0.009,0,0.182403,0.0109828,-0.000262897
0.0266878,-0.009,0,0.172799,0.0127479,-0.000964632
0.0297125,-0.008923,0.00117474,0.181423,0.0113721,-0.00157272
0.0265674,-0.00811549,-0.00175551,0.172426,0.0110045,0.00156703
0.0284291,-0.009,0,0.177638,0.0111308,-0.0010732
0.0282001,-0.0089615,0.000587368,0.177246,0.0123462,-0.00168451
0.0299415,-0.0089615,0.000587368,0.181907,0.0111687,-0.000953472
0.028369,-0.00855775,-0.000877756,0.177227,0.0111073,0.00063781
0.0266276,-0.00855775,-0.000877756,0.172574,0.0115402,0.000359398
0.02814,-0.00851925,-0.000290388,0.176844,0.0113891,-0.000241219
0.0880358,0.00760739,0.00248278,0.214344,0.00013551,2.36806E-05
0.0956213,0.00636396,0.00636396,0.212063,0.00210959,0.00108219
0.095561,0.00714018,0.00547885,0.212121,0.00186705,0.00131862
0.0807634,0.00714018,0.00547885,0.214828,-0.00213734,-0.00179785
0.0918286,0.00698568,0.00442337,0.213288,0.00107321,0.000695246
0.0955912,0.00675207,0.00592141,0.21214,0.00189936,0.00119593
0.0917984,0.00737379,0.00398082,0.213391,0.00146285,0.000584788
0.0843996,0.00737379,0.00398082,0.21473,0.000384415,-0.00023101
0.0881924,0.00675207,0.00592141,0.214108,0.000472117,0.00101325
0.0881622,0.00714018,0.00547885,0.21418,-0.000178608,0.000671778
0.0522184,0.00547885,-0.00714018,0.208716,-0.00163126,0.00292419
0.0550704,0.00507159,-0.00512461,0.209675,-0.00131343,0.00123614
0.052884,0.00636396,-0.00636396,0.208826,-0.00169537,0.0024264
0.0493322,0.00355368,-0.00694005,0.206583,-0.00180243,0.004165
0.0536444,0.00527522,-0.0061324,0.209204,-0.00140639,0.00202621
0.0539772,0.00571778,-0.00574429,0.209255,-0.00148012,0.00179837
0.0525512,0.00592141,-0.00675207,0.208771,-0.00160421,0.00271985
0.0507753,0.00451627,-0.00704011,0.207665,-0.00152767,0.00359499
0.0522013,0.00431264,-0.00603233,0.208236,-0.00146351,0.00238695
0.0511081,0.00495882,-0.006652,0.207692,-0.00148928,0.0032263
0.0976292,0.008923,0.00117474,0.211163,0.0022663,0.000218973
0.0892241,0.00869333,0.00232937,0.214624,-0.00112232,-0.00123072
0.087992,0.008923,0.00117474,0.214487,0.000814267,-0.000925756
0.0880358,0.00760739,0.00248278,0.214344,0.00013551,2.36806E-05
0.0934267,0.00880817,0.00175205,0.212986,0.00120893,2.1512E-05
0.0886081,0.00880817,0.00175205,0.214583,-0.000454388,-0.0017882
0.0928106,0.008923,0.00117474,0.213013,0.00170625,-6.8175E-05
0.0928325,0.0082652,0.00182876,0.213003,0.00149629,0.000532767
0.08863,0.00815036,0.00240607,0.214517,-0.000675788,-0.0006055
0.0880139,0.0082652,0.00182876,0.214402,0.000362488,-0.00057779
-0.0210586,-0.00232937,0.00869333,0.0123259,0.000810237,-0.00472218
-0.0159128,-0.00344415,0.00831492,0.0147183,0.00245876,-0.00549973
-0.0235393,-0.0025358,0.00755437,0.01035,0.000860717,-0.00309291
